Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
Jacob Mellis,30,475000.0,525000.0,425000.0,3100.0,3500.0,2800.0,64,62,56,53,58,63,58,63,53,66,61,60,65,64,63,63,65,56,57,73,61,51,65,59,61,65,63,59,62,16,14,7,13,10
André Hainault,34,160000.0,180000.0,140000.0,1500.0,1600.0,1300.0,44,43,65,63,63,72,59,49,60,55,65,55,50,45,34,34,77,59,33,50,82,64,59,39,46,57,42,58,40,16,13,8,9,6
Jason Hoffman,32,400000.0,450000.0,350000.0,1500.0,1600.0,1300.0,60,58,59,55,58,65,66,65,60,58,56,60,59,57,72,74,74,72,74,65,63,54,53,58,50,55,32,56,47,13,11,9,14,16
John Akinde,31,475000.0,525000.0,425000.0,2700.0,3000.0,2400.0,58,56,37,31,33,70,64,66,29,56,58,46,48,46,66,77,92,61,77,62,72,61,64,61,53,51,34,73,56,14,12,15,6,16
Simon Pontdemé,32,240000.0,275000.0,220000.0,1500.0,1600.0,1300.0,22,10,13,9,8,42,49,13,23,13,28,14,19,15,34,31,60,52,34,57,72,13,49,9,8,10,15,14,9,64,62,64,65,65
Luke Joyce,33,325000.0,375000.0,300000.0,2700.0,3000.0,2400.0,59,54,62,60,62,72,59,54,60,56,62,48,62,60,54,80,68,61,53,69,73,53,56,36,51,50,42,58,45,9,9,11,7,6
Dominik Stroh-Engel,35,230000.0,275000.0,210000.0,1900.0,2100.0,1700.0,62,51,21,23,43,66,64,63,29,46,68,31,57,42,35,37,91,33,38,34,34,74,71,66,54,55,52,76,58,11,15,15,13,13
Razak Boukari,33,300000.0,350000.0,275000.0,1700.0,1900.0,1500.0,64,63,22,23,29,59,59,62,23,56,58,63,60,52,65,41,77,57,69,67,48,63,66,61,57,62,62,65,59,14,14,12,11,14
Scott Cuthbert,33,230000.0,275000.0,210000.0,2100.0,2400.0,1900.0,54,42,61,61,62,66,60,42,60,40,58,43,56,55,43,67,85,33,47,43,72,62,48,24,32,38,29,30,23,9,8,9,11,8
Paul Caddis,33,325000.0,375000.0,300000.0,2500.0,2800.0,2200.0,61,59,65,61,64,71,55,55,63,54,62,60,62,59,55,69,66,79,58,63,82,52,68,55,63,68,65,77,46,10,16,13,12,13
Yang Sang Min,37,90000.0,100000.0,80000.0,1500.0,1600.0,1300.0,60,63,63,63,64,64,60,55,62,61,59,62,63,57,54,58,73,68,50,60,71,59,70,43,58,60,63,51,32,16,14,10,14,13
Orlando Allarcone,29,500000.0,575000.0,450000.0,4000.0,4500.0,3600.0,71,75,15,31,32,31,61,62,31,64,66,72,62,51,84,61,39,91,71,91,52,51,59,64,61,66,65,64,71,8,9,16,15,8
Alan McCormack,37,90000.0,100000.0,80000.0,1900.0,2100.0,1700.0,61,50,62,61,62,86,60,46,60,61,68,51,64,62,32,48,70,70,31,39,75,60,62,35,57,60,49,50,50,15,6,8,14,10
Sam Foley,34,300000.0,350000.0,275000.0,1800.0,2000.0,1600.0,65,62,58,60,65,51,55,59,63,64,54,63,65,61,67,70,72,70,67,64,58,54,59,57,54,51,57,56,51,9,7,14,12,13
Neal Eardley,32,350000.0,400000.0,325000.0,2300.0,2600.0,2100.0,60,57,61,60,61,59,60,49,60,52,58,63,59,56,56,73,63,76,62,73,75,59,59,43,56,62,63,60,49,7,6,9,8,10
Juan Canderio,29,475000.0,525000.0,425000.0,3700.0,4100.0,3300.0,63,64,25,46,52,60,55,54,65,71,56,58,68,65,62,52,54,78,71,72,44,54,58,60,68,62,41,55,59,7,12,12,16,8
Michael Gardyne,35,230000.0,275000.0,210000.0,1800.0,2000.0,1600.0,63,66,42,42,44,53,53,54,41,62,62,65,58,54,74,67,56,83,74,86,81,55,58,58,55,58,55,64,54,8,7,8,11,6
Alex Adebia,21,475000.0,525000.0,425000.0,2300.0,2600.0,2100.0,58,54,55,53,64,67,64,39,65,38,60,36,65,70,68,66,68,58,64,74,78,56,58,42,49,38,32,34,40,11,8,9,16,8
Byron Moore,32,350000.0,400000.0,325000.0,2900.0,3300.0,2600.0,61,63,52,54,51,52,61,61,50,61,65,65,62,58,75,81,60,81,72,85,71,57,62,62,59,50,46,56,54,11,14,16,13,16
James Wilson,32,325000.0,375000.0,300000.0,2700.0,3000.0,2400.0,50,51,63,64,63,68,62,38,64,45,48,49,56,55,55,67,75,54,55,63,34,60,49,33,37,36,30,49,28,6,13,12,13,8
Espen Børufsen,33,375000.0,400000.0,325000.0,1500.0,1600.0,1300.0,68,62,42,43,51,61,52,64,51,67,62,65,59,55,65,66,75,68,53,63,69,63,76,60,65,64,64,24,53,10,11,14,6,11
Miguel Arrufe,33,375000.0,400000.0,325000.0,3500.0,3900.0,3100.0,65,70,34,35,42,44,65,60,22,70,62,52,64,62,49,49,50,73,65,68,49,51,52,58,61,73,57,60,44,17,13,17,17,17
Marcio Sintena,25,550000.0,625000.0,500000.0,3100.0,3500.0,2800.0,71,62,33,41,30,43,58,70,31,58,56,71,58,56,58,60,58,69,68,71,55,59,68,66,73,60,66,72,63,10,9,7,13,8
Jordano Rozalas,21,475000.0,525000.0,425000.0,2300.0,2600.0,2100.0,55,52,57,57,60,56,52,55,54,63,61,62,72,71,63,90,67,63,66,66,71,67,61,41,45,51,52,61,34,15,7,13,10,7
Nicky Maynard,34,300000.0,350000.0,275000.0,4600.0,5100.0,4100.0,63,62,21,31,23,61,61,64,34,60,62,55,58,52,68,65,65,66,68,72,71,60,64,64,61,64,58,63,61,11,12,16,10,9
Mark Little,32,350000.0,400000.0,325000.0,2200.0,2500.0,2000.0,58,59,60,60,61,55,62,59,60,56,52,58,58,56,68,70,72,58,69,72,71,56,36,33,29,45,25,43,26,13,15,10,11,8
Moises Reineraso,29,500000.0,575000.0,450000.0,4000.0,4500.0,3600.0,57,60,36,42,39,58,65,72,32,68,72,37,61,51,71,72,67,68,76,72,59,64,58,60,58,47,48,61,59,11,8,13,8,9
Jesus Dastineda,29,500000.0,575000.0,450000.0,4000.0,4500.0,3600.0,57,61,13,12,11,43,52,62,31,41,72,55,51,41,55,55,88,41,71,42,63,55,67,71,64,41,51,51,61,10,12,9,11,11
Mario Motturru,33,375000.0,400000.0,325000.0,3500.0,3900.0,3100.0,66,57,22,59,74,60,63,53,38,70,54,52,70,64,69,44,54,68,61,63,52,60,49,49,67,56,59,42,45,14,9,10,9,15
Billy Clarke,33,400000.0,450000.0,350000.0,4600.0,5100.0,4100.0,62,63,42,29,35,68,62,65,25,64,66,53,60,53,62,62,69,90,68,85,89,57,68,63,61,58,51,64,62,11,9,10,12,10
Bardo Franquez,21,500000.0,575000.0,450000.0,2300.0,2600.0,2100.0,55,45,62,53,60,55,54,59,64,33,51,60,60,58,65,87,73,58,61,70,86,55,57,45,49,62,47,43,55,8,8,8,13,16
Jonathan Grounds,33,300000.0,350000.0,275000.0,2500.0,2800.0,2200.0,57,58,59,63,64,65,61,46,62,46,54,57,59,57,54,72,74,53,59,63,75,61,55,32,49,46,55,29,42,9,12,11,6,15
Darron Gibson,33,325000.0,375000.0,300000.0,3900.0,4400.0,3500.0,63,60,60,64,65,63,59,58,64,61,66,67,64,66,42,34,71,61,49,53,65,61,69,54,66,61,67,63,64,15,15,7,12,6
Lewis Alessandra,32,400000.0,450000.0,350000.0,3200.0,3600.0,2900.0,63,62,32,23,30,43,66,64,19,61,62,53,59,49,80,80,64,80,72,83,73,56,63,62,57,65,58,64,58,11,8,11,13,6
Ed Upson,31,450000.0,500000.0,400000.0,2500.0,2800.0,2200.0,65,61,60,61,63,72,59,55,59,64,67,57,63,63,55,81,66,68,55,65,85,50,62,57,62,66,61,57,38,9,7,14,12,10
Jorge Seldinarez,33,300000.0,350000.0,275000.0,3200.0,3600.0,2900.0,56,64,58,65,67,73,61,42,69,56,62,57,43,30,63,50,55,61,71,53,77,67,50,40,50,72,62,46,44,8,8,9,11,10
Daynor Zumarraga,33,240000.0,275000.0,220000.0,2600.0,2900.0,2300.0,42,22,16,18,19,33,65,13,23,52,50,35,44,38,60,39,52,55,48,52,41,35,48,21,40,34,39,42,33,64,68,43,64,72
Yuki Abe,39,90000.0,100000.0,80000.0,1800.0,2000.0,1600.0,68,60,68,53,60,56,51,48,66,66,75,68,70,68,33,32,73,64,31,56,51,62,65,61,70,71,70,70,66,12,15,12,14,9
Gori,18,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,62,61,39,43,41,52,59,56,45,63,61,51,65,62,75,60,48,80,72,74,57,40,60,52,50,57,54,58,51,6,12,14,13,12
Axl Lutego,25,550000.0,625000.0,500000.0,3100.0,3500.0,2800.0,56,68,34,45,54,44,69,62,55,67,59,60,64,67,42,71,52,71,74,58,56,41,41,45,43,57,48,59,43,16,16,19,15,14
Glenn Morris,37,10000.0,10000.0,9000.0,1500.0,1600.0,1300.0,30,14,13,24,22,30,55,14,17,41,56,20,29,30,32,30,63,55,34,56,67,14,47,15,17,13,15,29,12,63,65,62,62,64
Luciano Carteldo,25,500000.0,575000.0,450000.0,2800.0,3100.0,2500.0,62,50,55,57,63,68,63,41,65,50,58,61,64,65,65,63,61,57,60,56,59,63,60,45,67,45,75,68,42,14,15,18,11,11
Aaron Pavecillo,33,300000.0,350000.0,275000.0,3200.0,3600.0,2900.0,37,20,64,75,68,65,59,23,65,26,57,49,54,43,44,68,64,65,42,45,65,52,52,18,47,15,43,47,23,12,15,15,16,12
Man-Ykre Dangmo,23,,,,,,,58,60,18,17,18,33,53,61,19,51,60,53,56,38,84,57,72,75,79,77,82,55,65,63,59,43,45,66,56,7,14,8,6,8
Neraysho Kasanwirjo,19,775000.0,875000.0,700000.0,1500.0,1600.0,1300.0,53,61,63,63,65,68,56,39,60,37,54,41,49,39,66,61,63,59,73,63,72,62,48,35,38,36,34,58,34,12,8,9,14,6
Michael Ratajczak,39,10000.0,10000.0,9000.0,2500.0,2800.0,2200.0,22,13,16,11,11,37,66,14,16,28,40,15,24,23,40,30,71,31,47,38,64,20,26,12,13,14,11,22,12,64,62,64,35,64
Ruberth Redoga,29,350000.0,400000.0,325000.0,2800.0,3100.0,2500.0,12,8,12,9,11,17,52,7,14,35,33,11,27,29,12,17,55,33,16,24,32,16,47,15,20,18,25,35,25,63,56,72,62,63
Pedro Moncora,29,425000.0,475000.0,375000.0,3400.0,3900.0,3100.0,62,46,63,62,66,61,58,48,65,47,66,49,57,63,54,73,72,57,58,48,71,56,62,38,50,49,42,54,38,18,8,10,9,18
Scott Brown,35,50000.0,60000.0,45000.0,1500.0,1600.0,1300.0,23,14,22,17,12,27,63,13,24,25,60,11,24,25,52,28,56,46,50,63,64,12,45,15,15,12,11,19,14,63,63,61,60,63
Kenny Nagera,19,1000000.0,1100000.0,900000.0,4800.0,5400.0,4300.0,65,63,16,16,25,37,54,59,22,51,59,51,55,39,86,58,45,68,82,72,78,61,67,62,58,53,43,60,49,13,12,10,5,6
Milenko Fierro,21,475000.0,525000.0,425000.0,2300.0,2600.0,2100.0,49,51,64,63,65,73,53,30,52,40,64,57,55,60,53,55,74,50,55,51,88,63,51,41,56,48,45,45,54,8,14,16,9,7
Gareth Evans,32,375000.0,400000.0,325000.0,4200.0,4800.0,3800.0,60,61,57,55,56,78,59,61,55,60,63,61,59,56,74,74,71,65,73,68,75,58,68,57,61,46,59,66,56,13,9,10,8,7
Chris Porter,37,160000.0,180000.0,140000.0,2000.0,2300.0,1800.0,63,54,40,31,31,46,63,64,36,55,61,41,58,52,46,67,83,66,48,61,76,66,64,66,60,46,47,69,57,15,14,9,7,12
Andy Butler,37,90000.0,100000.0,80000.0,1800.0,2000.0,1600.0,52,33,63,61,63,70,60,25,61,47,52,41,54,48,33,64,75,58,33,47,69,64,48,33,25,17,27,38,52,11,6,9,14,11
Erick Evaldes,33,300000.0,350000.0,275000.0,3200.0,3600.0,2900.0,62,58,55,67,67,78,52,41,53,34,64,62,58,71,66,74,73,61,70,55,67,64,70,47,52,49,43,67,51,6,13,8,13,12
Jürgen Gjasula,35,160000.0,180000.0,140000.0,1500.0,1600.0,1300.0,63,61,63,55,60,67,68,63,61,67,67,62,61,59,52,62,76,65,50,66,51,62,68,58,62,69,69,83,62,7,14,11,12,14
Peter Nymann,38,110000.0,130000.0,100000.0,1700.0,1900.0,1500.0,64,63,65,52,61,60,67,50,56,52,63,63,60,53,65,60,65,65,74,63,53,45,60,45,46,62,38,50,48,13,11,11,14,14
Philipp Heerwagen,38,10000.0,10000.0,9000.0,1500.0,1600.0,1300.0,23,14,15,14,13,34,62,12,19,32,51,11,25,25,33,22,69,34,36,30,63,13,41,13,11,15,14,21,15,63,64,62,54,63
Jakub Szmatuła,40,10000.0,10000.0,9000.0,1500.0,1600.0,1300.0,17,13,16,12,15,38,61,16,22,47,67,9,21,13,30,21,64,38,33,39,50,14,46,14,9,11,11,14,12,66,59,61,61,61
Mariusz Pawelec,35,160000.0,180000.0,140000.0,1900.0,2100.0,1700.0,61,51,58,65,64,69,54,48,65,40,62,50,60,55,48,60,68,70,32,67,80,58,44,41,55,36,46,42,49,14,10,14,10,16
Paul McShane,35,160000.0,180000.0,140000.0,1500.0,1600.0,1300.0,57,39,62,62,63,75,60,36,62,50,59,55,58,56,41,33,74,52,34,47,74,61,47,33,31,36,36,41,54,7,8,14,14,16
Alejandro Pérez,20,975000.0,1100000.0,875000.0,1500.0,1600.0,1300.0,52,45,63,58,66,61,55,37,62,54,52,35,49,54,63,61,70,47,60,55,64,60,66,22,40,30,23,34,28,12,9,6,7,12
Hélder Sá,18,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,65,66,59,60,61,51,58,46,55,58,45,62,60,53,63,62,58,57,68,55,55,53,46,28,44,60,32,42,27,15,13,10,14,7
Juan Eduardo Oyarcan,21,500000.0,575000.0,450000.0,2300.0,2600.0,2100.0,63,60,51,53,55,58,66,49,57,60,66,62,53,56,81,78,46,84,69,83,74,57,52,44,41,67,61,50,55,8,12,10,12,9
Matt Bloomfield,37,150000.0,160000.0,130000.0,2400.0,2800.0,2200.0,64,58,62,61,62,64,64,60,62,64,64,57,66,64,51,65,67,72,55,70,73,56,59,53,55,59,56,50,42,9,13,7,7,16
Ayrton Costa,21,825000.0,950000.0,750000.0,2200.0,2500.0,2000.0,54,52,65,57,59,69,59,47,65,54,67,47,56,47,71,59,69,65,69,68,65,62,34,22,26,34,32,46,31,11,10,5,6,8
Aliou Baldé,18,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,62,65,29,25,27,48,55,50,24,56,59,60,46,42,93,51,57,84,88,87,44,32,62,54,49,51,37,51,48,9,12,12,9,6
Ismael Dunga,28,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,57,51,15,13,18,51,53,65,18,46,62,35,52,30,67,64,72,52,80,53,68,63,68,64,53,48,38,65,62,7,12,11,12,5
Csaba Bukta,19,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,63,65,31,32,37,35,52,55,40,54,48,60,57,42,84,53,39,73,80,79,49,38,50,57,48,54,53,49,51,7,12,9,14,12
Javier Trauco,29,400000.0,450000.0,350000.0,3500.0,3900.0,3100.0,65,67,33,41,42,55,57,61,21,55,50,55,60,45,68,68,65,63,72,71,55,55,65,55,49,68,55,61,55,14,7,9,7,7
Diber Cambindo,25,575000.0,650000.0,525000.0,3000.0,3400.0,2700.0,63,58,20,18,20,44,58,60,18,43,55,28,44,32,68,72,80,68,70,65,65,64,65,66,46,33,31,63,55,13,7,9,14,13
Jasur Yakshibaev,23,800000.0,900000.0,725000.0,2300.0,2600.0,2100.0,64,67,21,19,13,40,62,63,11,55,58,64,61,62,67,63,53,72,66,61,67,59,59,64,56,65,35,63,55,11,7,8,6,8
Matías Ramírez,22,900000.0,1000000.0,800000.0,1700.0,1900.0,1500.0,72,77,23,21,22,37,55,58,20,47,74,44,53,42,76,54,60,82,73,83,57,52,62,59,56,61,39,45,49,6,14,15,9,5
Gastón Benavídez,25,550000.0,625000.0,500000.0,1600.0,1800.0,1400.0,54,59,62,69,68,60,50,59,56,36,45,60,42,38,66,68,48,66,64,53,49,44,33,36,31,40,31,44,30,7,10,14,14,9
Édouard Michut,18,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,68,64,54,58,59,53,58,53,52,61,66,50,69,63,64,52,44,79,65,67,45,45,58,50,55,61,48,55,52,8,9,13,11,9
Dane Scarlett,17,1600000.0,1800000.0,1400000.0,2700.0,3000.0,2400.0,65,55,17,16,16,57,57,65,13,48,51,34,50,40,75,52,53,68,70,62,76,63,62,67,53,45,41,62,58,5,12,8,7,14
Iker Recio,20,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,51,45,55,64,65,60,54,37,62,51,52,48,60,61,63,60,71,54,55,42,68,65,61,31,31,29,29,46,37,7,13,12,7,5
Denis Kolinger,27,425000.0,475000.0,375000.0,2100.0,2400.0,1900.0,36,32,60,62,63,79,58,29,59,25,53,24,44,41,55,62,80,48,57,40,66,63,55,20,15,21,27,33,25,9,11,15,11,8
Ahmadou Bamba Dieng,20,875000.0,975000.0,775000.0,4000.0,4500.0,3600.0,61,59,24,27,31,28,67,56,19,56,56,44,54,39,76,61,55,67,69,56,59,58,72,65,59,49,55,71,53,8,10,14,11,15
Edward Campbell Sutherland,21,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,65,68,26,20,26,58,57,53,22,55,43,62,59,55,70,51,41,72,73,65,39,40,62,46,51,62,43,40,49,12,6,10,10,14
German Onugkha,24,600000.0,700000.0,550000.0,2200.0,2500.0,2000.0,60,58,19,24,19,68,63,61,15,54,65,39,56,51,64,64,80,60,66,61,67,65,66,60,56,46,24,68,56,10,6,15,9,14
Maurits Kjaergaard,17,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,67,60,54,62,60,70,57,57,58,55,47,55,65,65,67,65,72,61,77,70,63,48,67,57,60,45,38,45,42,12,9,6,11,8
Jeredy Hilterman,22,900000.0,1000000.0,800000.0,2800.0,3100.0,2500.0,62,60,20,14,17,33,54,65,16,44,50,40,58,44,70,58,66,58,70,63,63,56,63,62,62,49,34,60,48,9,8,7,12,7
Ryoma Kida,23,650000.0,725000.0,575000.0,1500.0,1600.0,1300.0,62,71,37,48,45,50,47,46,29,65,54,58,59,56,73,61,47,82,79,67,57,49,63,43,48,54,41,62,53,9,11,10,6,5
Collin Verfurth,25,750000.0,850000.0,675000.0,1500.0,1600.0,1300.0,65,70,60,58,70,43,46,53,56,53,59,22,70,64,67,67,79,43,67,47,73,57,62,38,63,24,18,71,22,13,11,12,6,15
Víctor Cuellar,20,850000.0,975000.0,775000.0,1800.0,2000.0,1600.0,65,60,55,47,52,60,60,58,61,67,55,38,65,65,63,58,60,70,67,55,65,45,60,55,57,48,52,62,55,7,13,7,9,8
Nikos Zografakis,21,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,62,64,31,29,25,38,52,54,34,62,50,58,63,59,68,58,53,71,65,57,46,43,57,61,52,56,49,46,53,9,14,15,11,6
Žan Medved,21,650000.0,725000.0,575000.0,1500.0,1600.0,1300.0,63,64,19,14,14,53,56,63,22,48,44,44,57,43,72,68,78,68,68,65,59,57,62,63,55,41,42,55,54,8,9,8,11,15
Gustavo Serdán,25,400000.0,450000.0,350000.0,2200.0,2500.0,2000.0,12,8,9,14,15,25,58,7,15,33,35,15,23,33,23,23,58,36,22,35,55,15,47,11,8,15,12,14,7,60,61,60,62,64
Nicolás Morínigo,21,875000.0,975000.0,775000.0,2600.0,2900.0,2300.0,55,62,20,20,22,35,53,61,15,43,42,33,50,35,56,55,77,40,60,55,70,71,55,68,65,35,55,71,61,10,5,8,6,13
Mario Otazú,24,600000.0,700000.0,550000.0,2400.0,2800.0,2200.0,65,61,57,54,59,47,51,60,65,52,50,57,54,28,66,67,67,42,68,55,31,55,68,47,49,29,35,45,24,8,9,10,14,8
David Affengruber,20,875000.0,975000.0,775000.0,2300.0,2600.0,2100.0,58,43,55,66,65,62,52,57,58,49,54,30,58,60,72,63,68,68,74,68,71,64,51,38,42,30,33,41,34,11,8,15,5,12
Kebba Badjie,21,875000.0,975000.0,775000.0,3900.0,4400.0,3500.0,67,67,24,31,32,33,54,59,28,52,53,51,56,49,76,61,52,63,79,61,50,51,67,63,53,50,43,54,56,6,13,10,8,7
Alan Varela,19,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,64,62,52,55,58,56,56,57,54,62,58,57,68,64,67,65,56,69,62,65,56,44,53,45,56,48,43,45,46,5,8,11,14,13
Exequiel Zeballos,18,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,66,68,27,34,36,38,49,55,28,55,57,56,55,50,78,60,27,78,76,77,40,34,58,50,53,50,56,58,52,6,5,11,11,8
Ivan Šaranić,17,1200000.0,1400000.0,1100000.0,1500.0,1600.0,1300.0,72,72,29,25,28,51,48,50,26,59,62,56,61,57,73,56,60,57,72,74,51,36,67,46,65,72,68,70,60,7,6,9,13,12
Jesús Vázquez,18,875000.0,975000.0,775000.0,1500.0,1600.0,1300.0,53,57,59,65,64,57,55,52,58,43,42,62,60,63,62,61,62,60,62,60,57,58,60,35,47,62,31,32,52,11,15,10,11,13
Han Ho Gang,27,425000.0,475000.0,375000.0,1500.0,1600.0,1300.0,58,46,56,61,66,65,56,22,54,31,55,48,59,56,66,74,72,49,65,51,71,67,56,32,24,29,45,40,30,10,15,12,13,7
Tommaso Milanese,18,900000.0,1000000.0,800000.0,1500.0,1600.0,1300.0,70,66,32,45,40,40,57,57,24,69,55,59,70,65,66,70,20,80,69,62,56,55,63,50,49,55,50,55,57,6,12,7,7,6
Cătălin Cîrjan,18,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,69,65,46,52,51,42,60,58,28,64,61,55,72,72,66,45,34,82,63,59,54,45,63,52,45,62,49,63,50,12,10,13,14,13
Takuhiro Nakai,17,1200000.0,1400000.0,1100000.0,2500.0,2800.0,2200.0,69,67,31,38,32,37,53,50,22,70,61,42,68,66,55,53,50,68,65,55,57,43,53,50,48,50,52,48,48,6,9,10,10,11
Nicolas Jackson,19,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,70,68,38,32,30,45,61,47,25,64,50,41,59,54,69,60,68,56,70,67,58,38,51,58,59,42,36,50,41,7,12,7,12,7
Cañizares,18,900000.0,1000000.0,800000.0,1700.0,1900.0,1500.0,28,8,6,12,14,26,58,6,7,22,44,12,60,49,27,28,53,37,38,42,58,11,50,9,9,10,13,18,7,59,62,66,66,56
Ole Romeny,20,975000.0,1100000.0,875000.0,1700.0,1900.0,1500.0,62,70,19,17,20,29,59,57,19,58,46,33,59,44,67,58,73,49,64,50,56,59,64,63,60,55,38,61,54,7,7,7,11,5
Koji Toriumi,25,500000.0,575000.0,450000.0,1500.0,1600.0,1300.0,55,29,62,61,63,62,59,30,64,35,63,36,55,50,57,56,63,59,65,49,67,62,33,19,16,22,26,38,20,9,12,7,9,14
Christopher Lannert,22,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,58,55,61,58,62,54,56,44,52,30,42,58,60,52,73,66,56,67,74,68,60,42,29,24,20,29,34,39,22,14,7,9,7,14
Luis Felipe,19,975000.0,1100000.0,875000.0,1500.0,1600.0,1300.0,34,35,60,63,61,61,55,27,64,37,50,27,60,68,67,63,78,51,64,50,71,61,50,26,29,32,29,45,27,8,12,14,14,10
Choi Jung Won,25,575000.0,650000.0,525000.0,1500.0,1600.0,1300.0,57,56,63,63,63,54,45,25,54,65,59,27,61,63,61,66,78,57,62,63,72,63,63,36,56,24,26,30,20,13,14,7,15,11
Nanasei Iino,24,525000.0,600000.0,475000.0,1500.0,1600.0,1300.0,59,55,58,60,62,63,56,57,59,54,46,62,60,57,72,59,43,78,69,76,70,46,59,46,54,43,48,36,36,11,7,8,9,7
Lucas Maia,28,400000.0,450000.0,350000.0,1600.0,1800.0,1400.0,61,55,62,65,68,44,61,33,65,40,45,33,61,55,58,70,73,45,55,55,63,48,44,58,61,45,44,61,33,8,9,9,13,13
Mateo Agustín Coronel,22,900000.0,1000000.0,800000.0,2100.0,2400.0,1900.0,60,64,36,28,36,53,64,65,30,42,58,56,58,46,74,64,51,64,69,68,60,59,64,61,58,51,42,40,45,12,15,14,7,9
Facundo Bonifazi,25,550000.0,625000.0,500000.0,2400.0,2800.0,2200.0,60,62,56,55,56,63,56,48,68,38,48,60,55,61,72,63,53,66,69,67,57,44,32,29,29,47,31,34,21,13,5,13,13,14
Nico Serrano,18,1100000.0,1300000.0,1000000.0,1500.0,1600.0,1300.0,66,67,11,16,18,33,54,53,17,53,58,54,60,45,77,54,52,75,70,74,60,47,52,61,52,54,39,56,38,11,14,8,10,8
Marc Lamti,20,800000.0,900000.0,725000.0,2200.0,2500.0,2000.0,62,55,55,55,64,58,50,34,61,51,42,35,66,64,61,58,75,36,65,50,58,61,55,34,52,43,34,40,31,15,13,8,13,15
Mohamed Badamosi,23,650000.0,725000.0,575000.0,2700.0,3000.0,2400.0,61,49,18,22,28,51,56,63,23,48,53,38,61,31,55,52,81,47,61,63,62,70,68,63,47,38,34,61,67,13,13,6,13,9
Markus Solbakken,20,950000.0,1100000.0,850000.0,1500.0,1600.0,1300.0,65,65,55,54,56,57,58,56,58,60,61,53,65,62,66,70,66,65,65,70,57,50,55,51,53,51,44,52,42,13,14,7,7,6
Yahya Soumaré,20,950000.0,1100000.0,850000.0,7700.0,8700.0,6900.0,63,65,20,21,27,44,51,55,14,54,51,56,59,44,69,51,56,82,76,82,53,47,62,61,58,53,41,58,51,8,6,6,12,9
Trabanco,20,950000.0,1100000.0,850000.0,1500.0,1600.0,1300.0,60,62,34,35,36,63,52,54,30,56,52,57,60,56,78,70,43,70,78,76,58,45,60,56,45,49,47,61,52,10,7,10,11,8
Ismael Saibari,19,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,65,64,41,40,41,61,60,59,40,60,59,59,63,58,74,62,72,59,83,68,61,39,62,59,44,57,53,57,50,10,8,12,11,15
Fabian Rieder,19,1000000.0,1100000.0,900000.0,1500.0,1600.0,1300.0,68,68,45,51,53,49,50,56,52,62,57,54,68,66,72,65,57,76,70,68,57,41,58,52,52,56,62,51,42,13,13,9,12,11
Jovanny Bolívar,19,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,61,65,20,20,30,29,61,56,20,60,54,48,55,45,60,60,70,70,61,59,67,62,65,66,60,61,49,62,55,11,10,14,14,10
Momčilo Raspopović,27,425000.0,475000.0,375000.0,1700.0,1900.0,1500.0,58,55,52,55,59,65,63,52,58,51,58,61,60,55,71,65,63,69,68,67,57,53,54,56,55,47,50,52,48,12,10,12,5,14
Alexis Sabella,19,950000.0,1100000.0,850000.0,2100.0,2400.0,1900.0,65,59,52,55,62,55,57,58,59,65,55,59,65,63,58,67,63,61,64,54,55,53,65,43,60,57,48,52,38,6,9,8,14,8
Akira Silvano Disaro,25,600000.0,700000.0,550000.0,1500.0,1600.0,1300.0,62,60,20,20,23,54,55,65,21,52,65,47,57,42,58,61,62,74,60,67,63,67,65,65,62,60,57,65,57,8,12,6,5,7
Maksim Mukhin,19,925000.0,1000000.0,825000.0,1500.0,1600.0,1300.0,64,67,51,56,63,66,61,53,59,56,49,63,68,66,68,67,50,82,69,71,63,53,60,52,51,55,55,50,52,14,8,7,10,15
